日時,レジーム,戦略,現金(円),評価額(円),総資産(円),損益(円),損益率(%),建玉率(%)
2026-08-25 23:03:30,強気,分散保有,100000,899910,999910,-90,-0.01,90.0
2026-08-26 12:02:24,強気,分散保有,100000,899366,999366,-634,-0.06,90.0
2026-08-26 12:38:40,強気,分散保有,100000,899007,999007,-993,-0.10,90.0
2026-08-26 12:46:02,強気,分散保有,100000,899265,999265,-735,-0.07,90.0
2026-08-26 13:01:46,強気,分散保有,100000,898988,998988,-1012,-0.10,90.0
2026-08-26 13:16:11,強気,分散保有,100000,899207,999207,-793,-0.08,90.0
2026-08-26 13:31:31,強気,分散保有,100000,899012,999012,-988,-0.10,90.0
2026-08-26 13:46:04,強気,分散保有,100000,898897,998897,-1103,-0.11,90.0
2026-08-26 14:01:47,強気,分散保有,100000,899212,999212,-788,-0.08,90.0
2026-08-26 14:16:06,強気,分散保有,100000,899072,999072,-928,-0.09,90.0
2026-08-26 14:31:22,強気,分散保有,100000,899179,999179,-821,-0.08,90.0
2026-08-26 14:46:05,強気,分散保有,100000,899135,999135,-865,-0.09,90.0
2026-08-26 15:01:52,強気,分散保有,100000,899206,999206,-794,-0.08,90.0
2026-08-26 15:16:15,強気,分散保有,100000,899574,999574,-426,-0.04,90.0
2026-08-26 15:31:25,強気,分散保有,100000,899180,999180,-820,-0.08,90.0
2026-08-26 15:46:13,強気,分散保有,100000,899267,999267,-733,-0.07,90.0
2026-08-26 16:01:43,強気,分散保有,100000,899405,999405,-595,-0.06,90.0
2026-08-26 16:16:11,強気,分散保有,100000,899375,999375,-625,-0.06,90.0
2026-08-26 16:31:31,強気,分散保有,100000,899354,999354,-646,-0.06,90.0
2026-08-26 16:46:10,強気,分散保有,100000,899350,999350,-650,-0.06,90.0
2026-08-26 17:01:45,強気,分散保有,100000,899152,999152,-848,-0.08,90.0
2026-08-26 17:16:06,強気,分散保有,100000,899383,999383,-617,-0.06,90.0
2026-08-26 17:31:36,強気,分散保有,100000,899380,999380,-620,-0.06,90.0
2026-08-26 17:46:11,強気,分散保有,100000,899250,999250,-750,-0.07,90.0
2026-08-26 18:01:50,強気,分散保有,100000,899352,999352,-648,-0.06,90.0
2026-08-26 18:16:06,強気,分散保有,100000,899091,999091,-909,-0.09,90.0
2026-08-26 18:31:32,強気,分散保有,100000,898824,998824,-1176,-0.12,90.0
2026-08-26 18:46:08,強気,分散保有,100000,898856,998856,-1144,-0.11,90.0
2026-08-26 19:01:46,強気,分散保有,100000,898965,998965,-1035,-0.10,90.0
2026-08-26 19:16:11,強気,分散保有,100000,898973,998973,-1027,-0.10,90.0
2026-08-26 19:31:33,強気,分散保有,100000,898922,998922,-1078,-0.11,90.0
2026-08-26 19:46:07,強気,分散保有,100000,899200,999200,-800,-0.08,90.0
2026-08-26 20:01:44,強気,分散保有,100000,899213,999213,-787,-0.08,90.0
2026-08-26 20:16:07,強気,分散保有,100000,899602,999602,-398,-0.04,90.0
2026-08-26 20:31:30,強気,分散保有,100000,899726,999726,-274,-0.03,90.0
2026-08-26 20:46:13,強気,分散保有,100000,899770,999770,-230,-0.02,90.0
2026-08-26 21:01:43,強気,分散保有,100000,899679,999679,-321,-0.03,90.0
2026-08-26 21:16:06,強気,分散保有,100000,899842,999842,-158,-0.02,90.0
2026-08-26 21:31:32,強気,分散保有,100000,899284,999284,-716,-0.07,90.0
2026-08-26 21:46:12,強気,分散保有,100000,899479,999479,-521,-0.05,90.0
2026-08-26 22:01:44,強気,分散保有,100000,899640,999640,-360,-0.04,90.0
2026-08-26 22:16:10,強気,分散保有,100000,899713,999713,-287,-0.03,90.0
2026-08-26 22:31:40,強気,分散保有,100000,899894,999894,-106,-0.01,90.0
2026-08-26 22:46:12,強気,分散保有,100000,900107,1000107,107,0.01,90.0
2026-08-26 23:01:51,強気,分散保有,100000,899887,999887,-113,-0.01,90.0
2026-08-26 23:16:12,強気,分散保有,100000,899805,999805,-195,-0.02,90.0
2026-08-26 23:31:34,強気,分散保有,100000,899474,999474,-526,-0.05,90.0
2026-08-26 23:46:08,強気,分散保有,100000,899494,999494,-506,-0.05,90.0
2026-08-27 00:46:06,強気,分散保有,100000,899423,999423,-577,-0.06,90.0
2026-08-27 01:01:43,強気,分散保有,100000,899406,999406,-594,-0.06,90.0
2026-08-27 01:16:19,強気,分散保有,100000,899369,999369,-631,-0.06,90.0
2026-08-27 01:31:27,強気,分散保有,100000,899554,999554,-446,-0.04,90.0
2026-08-27 01:46:18,強気,分散保有,100000,899438,999438,-562,-0.06,90.0
2026-08-27 02:01:48,強気,分散保有,100000,899677,999677,-323,-0.03,90.0
2026-08-27 02:16:21,強気,分散保有,100000,899709,999709,-291,-0.03,90.0
2026-08-27 02:31:32,強気,分散保有,100000,899745,999745,-255,-0.03,90.0
2026-08-27 02:46:19,強気,分散保有,100000,899880,999880,-120,-0.01,90.0
2026-08-27 03:01:50,強気,分散保有,100000,899880,999880,-120,-0.01,90.0
2026-08-27 03:16:09,強気,分散保有,100000,899865,999865,-135,-0.01,90.0
2026-08-27 03:31:27,強気,分散保有,100000,899803,999803,-197,-0.02,90.0
2026-08-27 03:46:04,強気,分散保有,100000,899787,999787,-213,-0.02,90.0
2026-08-27 04:01:46,強気,分散保有,100000,899791,999791,-209,-0.02,90.0
2026-08-27 04:16:08,強気,分散保有,100000,899684,999684,-316,-0.03,90.0
2026-08-27 04:31:31,強気,分散保有,100000,899641,999641,-359,-0.04,90.0
2026-08-27 04:46:08,強気,分散保有,100000,899550,999550,-450,-0.04,90.0
2026-08-27 05:01:46,強気,分散保有,100000,899627,999627,-373,-0.04,90.0
2026-08-27 05:16:05,強気,分散保有,100000,899582,999582,-418,-0.04,90.0
2026-08-27 05:31:25,強気,分散保有,100000,899511,999511,-489,-0.05,90.0
2026-08-27 05:46:13,強気,分散保有,100000,899458,999458,-542,-0.05,90.0
2026-08-27 06:01:41,強気,分散保有,100000,898704,998704,-1296,-0.13,90.0
2026-08-27 06:16:04,強気,分散保有,100000,898870,998870,-1130,-0.11,90.0
2026-08-27 06:31:30,強気,分散保有,100000,899000,999000,-1000,-0.10,90.0
2026-08-27 06:46:13,強気,分散保有,100000,899092,999092,-908,-0.09,90.0
2026-08-27 07:01:47,強気,分散保有,100000,899461,999461,-539,-0.05,90.0
2026-08-27 07:16:13,強気,分散保有,100000,899407,999407,-593,-0.06,90.0
2026-08-27 07:31:29,強気,分散保有,100000,899405,999405,-595,-0.06,90.0
2026-08-27 07:46:07,強気,分散保有,100000,899389,999389,-611,-0.06,90.0
2026-08-27 08:01:43,強気,分散保有,100000,899476,999476,-524,-0.05,90.0
2026-08-27 08:16:07,強気,分散保有,100000,899456,999456,-544,-0.05,90.0
2026-08-27 08:31:27,強気,分散保有,100000,899430,999430,-570,-0.06,90.0
2026-08-27 08:46:08,強気,分散保有,100000,899599,999599,-401,-0.04,90.0
2026-08-27 09:01:48,強気,分散保有,100000,899243,999243,-757,-0.08,90.0
2026-08-27 09:16:05,強気,分散保有,100000,898620,998620,-1380,-0.14,90.0
2026-08-27 09:31:27,強気,分散保有,100000,898816,998816,-1184,-0.12,90.0
2026-08-27 09:46:02,強気,分散保有,100000,898671,998671,-1329,-0.13,90.0
2026-08-27 10:01:44,強気,分散保有,100000,899090,999090,-910,-0.09,90.0
2026-08-27 10:16:07,強気,分散保有,100000,898913,998913,-1087,-0.11,90.0
2026-08-27 10:31:24,強気,分散保有,100000,899230,999230,-770,-0.08,90.0
2026-08-27 10:46:06,強気,分散保有,100000,899318,999318,-682,-0.07,90.0
2026-08-27 11:01:48,強気,分散保有,100000,899693,999693,-307,-0.03,90.0
2026-08-27 11:16:09,強気,分散保有,100000,899951,999951,-49,-0.00,90.0
2026-08-27 11:31:34,強気,分散保有,100000,900212,1000212,212,0.02,90.0
2026-08-27 11:46:06,強気,分散保有,100000,899935,999935,-65,-0.01,90.0
2026-08-27 12:01:45,強気,分散保有,100000,899873,999873,-127,-0.01,90.0
2026-08-27 12:16:07,強気,分散保有,100000,899817,999817,-183,-0.02,90.0
2026-08-27 12:31:28,強気,分散保有,100000,900028,1000028,28,0.00,90.0
2026-08-27 12:46:05,強気,分散保有,100000,899965,999965,-35,-0.00,90.0
2026-08-27 13:01:48,強気,分散保有,100000,899912,999912,-88,-0.01,90.0
2026-08-27 13:16:12,強気,分散保有,100000,900050,1000050,50,0.01,90.0
2026-08-27 13:31:34,強気,分散保有,100000,900059,1000059,59,0.01,90.0
2026-08-27 13:46:10,強気,分散保有,100000,899941,999941,-59,-0.01,90.0
2026-08-27 14:01:44,強気,分散保有,100000,900046,1000046,46,0.00,90.0
2026-08-27 14:16:06,強気,分散保有,100000,899919,999919,-81,-0.01,90.0
2026-08-27 14:31:31,強気,分散保有,100000,899748,999748,-252,-0.03,90.0
2026-08-27 14:46:06,強気,分散保有,100000,899828,999828,-172,-0.02,90.0
2026-08-27 15:01:46,強気,分散保有,100000,899870,999870,-130,-0.01,90.0
2026-08-27 15:16:11,強気,分散保有,100000,899994,999994,-6,-0.00,90.0
2026-08-27 15:31:42,強気,分散保有,100000,900198,1000198,198,0.02,90.0
2026-08-27 15:46:09,強気,分散保有,100000,900018,1000018,18,0.00,90.0
2026-08-27 16:01:54,強気,分散保有,100000,899962,999962,-38,-0.00,90.0
2026-08-27 16:16:12,強気,分散保有,100000,899896,999896,-104,-0.01,90.0
2026-08-27 16:31:43,強気,分散保有,100000,899695,999695,-305,-0.03,90.0
2026-08-27 16:46:12,強気,分散保有,100000,899985,999985,-15,-0.00,90.0
2026-08-27 17:01:50,強気,分散保有,100000,899988,999988,-12,-0.00,90.0
2026-08-27 17:16:12,強気,分散保有,100000,899909,999909,-91,-0.01,90.0
2026-08-27 17:31:36,強気,分散保有,100000,899842,999842,-158,-0.02,90.0
2026-08-27 17:46:08,強気,分散保有,100000,899550,999550,-450,-0.05,90.0
2026-08-27 18:01:53,強気,分散保有,100000,899438,999438,-562,-0.06,90.0
2026-08-27 18:16:14,強気,分散保有,100000,899496,999496,-504,-0.05,90.0
2026-08-27 18:31:35,強気,分散保有,100000,899683,999683,-317,-0.03,90.0
2026-08-27 18:46:10,強気,分散保有,100000,899746,999746,-254,-0.03,90.0
2026-08-27 19:01:55,強気,分散保有,100000,899677,999677,-323,-0.03,90.0
2026-08-27 19:16:17,強気,分散保有,100000,899748,999748,-252,-0.03,90.0
2026-08-27 19:31:33,強気,分散保有,100000,900006,1000006,6,0.00,90.0
2026-08-27 19:46:03,強気,分散保有,100000,899879,999879,-121,-0.01,90.0
2026-08-27 20:01:48,強気,分散保有,100000,899809,999809,-191,-0.02,90.0
2026-08-27 20:16:10,強気,分散保有,100000,899886,999886,-114,-0.01,90.0
2026-08-27 20:31:37,強気,分散保有,100000,900025,1000025,25,0.00,90.0
2026-08-27 20:46:07,強気,分散保有,100000,899963,999963,-37,-0.00,90.0
2026-08-27 21:01:53,強気,分散保有,100000,900110,1000110,110,0.01,90.0
2026-08-27 21:16:14,強気,分散保有,100000,900002,1000002,2,0.00,90.0
2026-08-27 21:31:32,強気,分散保有,100000,900097,1000097,97,0.01,90.0
2026-08-27 21:46:13,強気,分散保有,100000,899942,999942,-58,-0.01,90.0
2026-08-27 22:01:49,強気,分散保有,100000,899914,999914,-86,-0.01,90.0
2026-08-27 22:16:18,強気,分散保有,100000,900734,1000734,734,0.07,90.0
2026-08-27 22:31:31,強気,分散保有,100000,900803,1000803,803,0.08,90.0
2026-08-27 22:46:17,強気,分散保有,100000,900471,1000471,471,0.05,90.0
2026-08-27 23:01:50,強気,分散保有,100000,900419,1000419,419,0.04,90.0
2026-08-27 23:16:17,強気,分散保有,100000,900230,1000230,230,0.02,90.0
2026-08-27 23:31:49,強気,分散保有,100000,900016,1000016,16,0.00,90.0
2026-08-27 23:46:08,強気,分散保有,100000,900194,1000194,194,0.02,90.0
2026-08-28 00:01:50,強気,分散保有,100000,899698,999698,-302,-0.03,90.0
2026-08-28 00:16:10,強気,分散保有,100000,900118,1000118,118,0.01,90.0
2026-08-28 00:31:34,強気,分散保有,100000,900057,1000057,57,0.01,90.0
2026-08-28 00:46:07,強気,分散保有,100000,900002,1000002,2,0.00,90.0
2026-08-28 01:01:51,強気,分散保有,100000,900216,1000216,216,0.02,90.0
2026-08-28 01:16:12,強気,分散保有,100000,899963,999963,-37,-0.00,90.0
2026-08-28 01:31:36,強気,分散保有,100000,900145,1000145,145,0.01,90.0
2026-08-28 01:46:11,強気,分散保有,100000,900262,1000262,262,0.03,90.0
2026-08-28 02:01:47,強気,分散保有,100000,900229,1000229,229,0.02,90.0
2026-08-28 02:16:10,強気,分散保有,100000,900323,1000323,323,0.03,90.0
2026-08-28 02:31:34,強気,分散保有,100000,900305,1000305,305,0.03,90.0
2026-08-28 02:46:08,強気,分散保有,100000,900467,1000467,467,0.05,90.0
2026-08-28 03:01:46,強気,分散保有,100000,900757,1000757,757,0.08,90.0
2026-08-28 03:16:06,強気,分散保有,100000,900657,1000657,657,0.07,90.0
2026-08-28 03:31:29,強気,分散保有,100000,900496,1000496,496,0.05,90.0
2026-08-28 03:46:13,強気,分散保有,100000,900654,1000654,654,0.07,90.0
2026-08-28 04:01:49,強気,分散保有,100000,900734,1000734,734,0.07,90.0
2026-08-28 04:16:09,強気,分散保有,100000,900789,1000789,789,0.08,90.0
2026-08-28 04:31:29,強気,分散保有,100000,900712,1000712,712,0.07,90.0
2026-08-28 04:46:05,強気,分散保有,100000,900706,1000706,706,0.07,90.0
2026-08-28 05:01:50,強気,分散保有,100000,900717,1000717,717,0.07,90.0
2026-08-28 05:16:06,強気,分散保有,100000,900775,1000775,775,0.08,90.0
2026-08-28 05:31:30,強気,分散保有,100000,900632,1000632,632,0.06,90.0
2026-08-28 05:45:59,強気,分散保有,100000,900606,1000606,606,0.06,90.0
2026-08-28 06:01:44,強気,分散保有,100000,900027,1000027,27,0.00,90.0
2026-08-28 06:16:08,強気,分散保有,100000,900387,1000387,387,0.04,90.0
2026-08-28 06:31:30,強気,分散保有,100000,900671,1000671,671,0.07,90.0
2026-08-28 06:46:08,強気,分散保有,100000,900504,1000504,504,0.05,90.0
2026-08-28 07:01:55,強気,分散保有,100000,900651,1000651,651,0.07,90.0
2026-08-28 07:16:10,強気,分散保有,100000,900609,1000609,609,0.06,90.0
2026-08-28 07:31:29,強気,分散保有,100000,900731,1000731,731,0.07,90.0
2026-08-28 07:46:07,強気,分散保有,100000,900658,1000658,658,0.07,90.0
2026-08-28 08:01:44,強気,分散保有,100000,900646,1000646,646,0.06,90.0
2026-08-28 08:16:10,強気,分散保有,100000,900639,1000639,639,0.06,90.0
2026-08-28 08:31:32,強気,分散保有,100000,900609,1000609,609,0.06,90.0
2026-08-28 08:46:06,強気,分散保有,100000,900505,1000505,505,0.05,90.0
2026-08-28 09:01:56,強気,分散保有,100000,900427,1000427,427,0.04,90.0
2026-08-28 09:16:08,強気,分散保有,100000,900678,1000678,678,0.07,90.0
2026-08-28 09:31:27,強気,分散保有,100000,900727,1000727,727,0.07,90.0
2026-08-28 09:46:08,強気,分散保有,100000,900673,1000673,673,0.07,90.0
2026-08-28 10:01:38,強気,分散保有,100000,900754,1000754,754,0.08,90.0
2026-08-28 10:16:04,強気,分散保有,100000,900679,1000679,679,0.07,90.0
2026-08-28 10:31:25,強気,分散保有,100000,900701,1000701,701,0.07,90.0
2026-08-28 10:46:06,強気,分散保有,100000,900905,1000905,905,0.09,90.0
2026-08-28 11:01:48,強気,分散保有,100000,900959,1000959,959,0.10,90.0
2026-08-28 11:16:13,強気,分散保有,100000,900921,1000921,921,0.09,90.0
2026-08-28 11:31:33,強気,分散保有,100000,901093,1001093,1093,0.11,90.0
2026-08-28 11:46:04,強気,分散保有,100000,901016,1001016,1016,0.10,90.0
2026-08-28 12:01:44,強気,分散保有,100000,901391,1001391,1391,0.14,90.0
2026-08-28 12:31:28,強気,分散保有,100000,901356,1001356,1356,0.14,90.0
2026-08-28 12:46:10,強気,分散保有,100000,901033,1001033,1033,0.10,90.0
2026-08-28 13:01:49,強気,分散保有,100000,901106,1001106,1106,0.11,90.0
2026-08-28 13:16:08,強気,分散保有,100000,901214,1001214,1214,0.12,90.0
2026-08-28 13:31:32,強気,分散保有,100000,901190,1001190,1190,0.12,90.0
2026-08-28 13:46:08,強気,分散保有,100000,901173,1001173,1173,0.12,90.0
2026-08-28 14:01:45,強気,分散保有,100000,901319,1001319,1319,0.13,90.0
2026-08-28 14:16:10,強気,分散保有,100000,901240,1001240,1240,0.12,90.0
2026-08-28 14:31:32,強気,分散保有,100000,901322,1001322,1322,0.13,90.0
2026-08-28 14:46:08,強気,分散保有,100000,901126,1001126,1126,0.11,90.0
2026-08-28 15:01:50,強気,分散保有,100000,901315,1001315,1315,0.13,90.0
2026-08-28 15:16:15,強気,分散保有,100000,901247,1001247,1247,0.12,90.0
2026-08-28 15:31:29,強気,分散保有,100000,901339,1001339,1339,0.13,90.0
2026-08-28 15:46:08,強気,分散保有,100000,900993,1000993,993,0.10,90.0
2026-08-28 16:01:49,強気,分散保有,100000,900877,1000877,877,0.09,90.0
2026-08-28 16:16:07,強気,分散保有,100000,900874,1000874,874,0.09,90.0
2026-08-28 16:31:27,強気,分散保有,100000,900700,1000700,700,0.07,90.0
2026-08-28 16:46:08,強気,分散保有,100000,900923,1000923,923,0.09,90.0
2026-08-28 17:01:51,強気,分散保有,100000,901279,1001279,1279,0.13,90.0
2026-08-28 17:16:26,強気,分散保有,100000,901428,1001428,1428,0.14,90.0
2026-08-28 17:31:33,強気,分散保有,100000,901278,1001278,1278,0.13,90.0
2026-08-28 17:46:13,強気,分散保有,100000,901214,1001214,1214,0.12,90.0
2026-08-28 18:01:51,強気,分散保有,100000,901393,1001393,1393,0.14,90.0
2026-08-28 18:16:13,強気,分散保有,100000,901668,1001668,1668,0.17,90.0
2026-08-28 18:31:28,強気,分散保有,100000,901745,1001745,1745,0.17,90.0
2026-08-28 18:46:08,強気,分散保有,100000,901810,1001810,1810,0.18,90.0
2026-08-28 19:01:50,強気,分散保有,100000,901867,1001867,1867,0.19,90.0
2026-08-28 19:16:20,強気,分散保有,100000,901878,1001878,1878,0.19,90.0
2026-08-28 19:31:32,強気,分散保有,100000,902131,1002131,2131,0.21,90.0
2026-08-28 19:46:10,強気,分散保有,100000,902297,1002297,2297,0.23,90.0
2026-08-28 20:01:48,強気,分散保有,100000,902162,1002162,2162,0.22,90.0
2026-08-28 20:16:09,強気,分散保有,100000,902085,1002085,2085,0.21,90.0
2026-08-28 20:31:29,強気,分散保有,100000,902010,1002010,2010,0.20,90.0
2026-08-28 20:46:07,強気,分散保有,100000,902050,1002050,2050,0.21,90.0
2026-08-28 21:01:51,強気,分散保有,100000,901755,1001755,1755,0.18,90.0
2026-08-28 21:16:14,強気,分散保有,100000,901731,1001731,1731,0.17,90.0
2026-08-28 21:31:37,強気,分散保有,100000,901341,1001341,1341,0.13,90.0
2026-08-28 21:46:14,強気,分散保有,100000,901445,1001445,1445,0.14,90.0
2026-08-28 22:01:45,強気,分散保有,100000,901811,1001811,1811,0.18,90.0
2026-08-28 22:16:12,強気,分散保有,100000,901896,1001896,1896,0.19,90.0
2026-08-28 22:31:31,強気,分散保有,100000,901686,1001686,1686,0.17,90.0
2026-08-28 22:46:23,強気,分散保有,100000,901662,1001662,1662,0.17,90.0
2026-08-28 23:01:46,強気,分散保有,100000,901156,1001156,1156,0.12,90.0
2026-08-28 23:16:08,強気,分散保有,100000,900564,1000564,564,0.06,90.0
2026-08-28 23:31:36,強気,分散保有,100000,900391,1000391,391,0.04,90.0
2026-08-28 23:46:09,強気,分散保有,100000,900496,1000496,496,0.05,90.0
2026-08-29 00:01:42,強気,分散保有,100000,901653,1001653,1653,0.17,90.0
2026-08-29 00:16:07,強気,分散保有,100000,901157,1001157,1157,0.12,90.0
2026-08-29 00:31:35,強気,分散保有,100000,901227,1001227,1227,0.12,90.0
2026-08-29 00:46:21,強気,分散保有,100000,901232,1001232,1232,0.12,90.0
2026-08-29 01:01:44,強気,分散保有,100000,900430,1000430,430,0.04,90.0
2026-08-29 01:16:12,強気,分散保有,100000,900342,1000342,342,0.03,90.0
2026-08-29 01:31:38,強気,分散保有,100000,900602,1000602,602,0.06,90.0
2026-08-29 01:46:08,強気,分散保有,100000,900779,1000779,779,0.08,90.0
2026-08-29 02:01:42,強気,分散保有,100000,900656,1000656,656,0.07,90.0
2026-08-29 02:16:11,強気,分散保有,100000,900631,1000631,631,0.06,90.0
2026-08-29 02:31:33,強気,分散保有,100000,900550,1000550,550,0.06,90.0
2026-08-29 02:46:11,強気,分散保有,100000,900313,1000313,313,0.03,90.0
2026-08-29 03:01:39,強気,分散保有,100000,900309,1000309,309,0.03,90.0
2026-08-29 03:16:05,強気,分散保有,100000,900265,1000265,265,0.03,90.0
2026-08-29 03:31:34,強気,分散保有,100000,900245,1000245,245,0.02,90.0
2026-08-29 03:46:15,強気,分散保有,100000,900181,1000181,181,0.02,90.0
2026-08-29 04:01:47,強気,分散保有,100000,900186,1000186,186,0.02,90.0
2026-08-29 04:16:04,強気,分散保有,100000,900137,1000137,137,0.01,90.0
2026-08-29 04:31:36,強気,分散保有,100000,900201,1000201,201,0.02,90.0
2026-08-29 04:46:05,強気,分散保有,100000,900378,1000378,378,0.04,90.0
2026-08-29 05:01:42,強気,分散保有,100000,900305,1000305,305,0.03,90.0
2026-08-29 05:16:13,強気,分散保有,100000,900302,1000302,302,0.03,90.0
2026-08-29 05:31:32,強気,分散保有,100000,900055,1000055,55,0.01,90.0
2026-08-29 05:46:11,強気,分散保有,100000,900087,1000087,87,0.01,90.0
2026-08-29 06:01:43,強気,分散保有,100000,899701,999701,-299,-0.03,90.0
2026-08-29 06:16:09,強気,分散保有,100000,900008,1000008,8,0.00,90.0
2026-08-29 06:31:30,強気,分散保有,100000,900008,1000008,8,0.00,90.0
2026-08-29 06:46:17,強気,分散保有,100000,900008,1000008,8,0.00,90.0
2026-08-29 07:01:52,強気,分散保有,100000,900008,1000008,8,0.00,90.0
2026-08-29 07:16:13,強気,分散保有,100000,900008,1000008,8,0.00,90.0
2026-08-29 07:31:38,強気,分散保有,100000,900008,1000008,8,0.00,90.0
2026-08-29 07:46:16,強気,分散保有,100000,900008,1000008,8,0.00,90.0
2026-08-29 08:01:43,強気,分散保有,100000,900008,1000008,8,0.00,90.0
2026-08-29 08:16:10,強気,分散保有,100000,900008,1000008,8,0.00,90.0
2026-08-29 08:31:43,強気,分散保有,100000,900008,1000008,8,0.00,90.0
2026-08-29 08:46:09,強気,分散保有,100000,900008,1000008,8,0.00,90.0
2026-08-31 09:01:56,強気,分散保有,100000,900216,1000216,216,0.02,90.0
2026-08-31 09:16:10,強気,分散保有,100000,900052,1000052,52,0.01,90.0
2026-08-31 09:31:32,強気,分散保有,100000,899804,999804,-196,-0.02,90.0
2026-08-31 09:46:07,強気,分散保有,100000,900351,1000351,351,0.04,90.0
2026-08-31 10:01:44,強気,分散保有,100000,899880,999880,-120,-0.01,90.0
2026-08-31 10:16:12,強気,分散保有,100000,899498,999498,-502,-0.05,90.0
2026-08-31 10:31:32,強気,分散保有,100000,899164,999164,-836,-0.08,90.0
2026-08-31 10:46:11,強気,分散保有,100000,899344,999344,-656,-0.07,90.0
2026-08-31 11:01:50,強気,分散保有,100000,899349,999349,-651,-0.07,90.0
2026-08-31 11:16:13,強気,分散保有,100000,899030,999030,-970,-0.10,90.0
2026-08-31 11:31:37,強気,分散保有,100000,899111,999111,-889,-0.09,90.0
2026-08-31 11:46:12,強気,分散保有,100000,898935,998935,-1065,-0.11,90.0
2026-08-31 12:01:43,強気,分散保有,100000,899048,999048,-952,-0.10,90.0
2026-08-31 12:16:05,強気,分散保有,100000,899240,999240,-760,-0.08,90.0
2026-08-31 12:31:30,強気,分散保有,100000,899235,999235,-765,-0.08,90.0
2026-08-31 12:46:11,強気,分散保有,100000,899261,999261,-739,-0.07,90.0
2026-08-31 13:01:53,強気,分散保有,100000,899246,999246,-754,-0.08,90.0
2026-08-31 13:16:08,強気,分散保有,100000,899122,999122,-878,-0.09,90.0
2026-08-31 13:31:39,強気,分散保有,100000,899229,999229,-771,-0.08,90.0
2026-08-31 13:46:09,強気,分散保有,100000,898952,998952,-1048,-0.10,90.0
2026-08-31 14:01:53,強気,分散保有,100000,899070,999070,-930,-0.09,90.0
2026-08-31 14:16:10,強気,分散保有,100000,898983,998983,-1017,-0.10,90.0
2026-08-31 14:31:34,強気,分散保有,100000,899079,999079,-921,-0.09,90.0
2026-08-31 14:46:08,強気,分散保有,100000,899270,999270,-730,-0.07,90.0
2026-08-31 15:01:53,強気,分散保有,100000,899159,999159,-841,-0.08,90.0
2026-08-31 15:16:22,強気,分散保有,100000,899234,999234,-766,-0.08,90.0
2026-08-31 15:31:39,強気,分散保有,100000,899388,999388,-612,-0.06,90.0
2026-08-31 15:46:10,強気,分散保有,100000,899195,999195,-805,-0.08,90.0
2026-08-31 16:01:50,強気,分散保有,100000,898818,998818,-1182,-0.12,90.0
2026-08-31 16:16:15,強気,分散保有,100000,897737,997737,-2263,-0.23,90.0
2026-08-31 16:31:45,強気,分散保有,100000,897858,997858,-2142,-0.21,90.0
2026-08-31 16:46:14,強気,分散保有,100000,898072,998072,-1928,-0.19,90.0
2026-08-31 17:01:53,強気,分散保有,100000,897863,997863,-2137,-0.21,90.0
2026-08-31 17:16:17,強気,分散保有,100000,897839,997839,-2161,-0.22,90.0
2026-08-31 17:31:39,強気,分散保有,100000,898136,998136,-1864,-0.19,90.0
2026-08-31 17:46:17,強気,分散保有,100000,898172,998172,-1828,-0.18,90.0
2026-08-31 18:01:53,強気,分散保有,100000,898539,998539,-1461,-0.15,90.0
2026-08-31 18:16:10,強気,分散保有,100000,898609,998609,-1391,-0.14,90.0
2026-08-31 18:31:45,強気,分散保有,100000,898626,998626,-1374,-0.14,90.0
2026-08-31 18:46:20,強気,分散保有,100000,898720,998720,-1280,-0.13,90.0
2026-08-31 19:01:59,強気,分散保有,100000,898737,998737,-1263,-0.13,90.0
2026-08-31 19:16:17,強気,分散保有,100000,898828,998828,-1172,-0.12,90.0
2026-08-31 19:31:44,強気,分散保有,100000,898826,998826,-1174,-0.12,90.0
2026-08-31 19:46:09,強気,分散保有,100000,898483,998483,-1517,-0.15,90.0
2026-08-31 20:01:50,強気,分散保有,100000,898421,998421,-1579,-0.16,90.0
2026-08-31 20:16:09,強気,分散保有,100000,898215,998215,-1785,-0.18,90.0
2026-08-31 20:31:34,強気,分散保有,100000,898404,998404,-1596,-0.16,90.0
2026-08-31 20:46:05,強気,分散保有,100000,898442,998442,-1558,-0.16,90.0
2026-08-31 21:01:44,強気,分散保有,100000,898436,998436,-1564,-0.16,90.0
2026-08-31 21:16:14,強気,分散保有,100000,898671,998671,-1329,-0.13,90.0
2026-08-31 21:31:36,強気,分散保有,100000,898976,998976,-1024,-0.10,90.0
2026-08-31 21:46:10,強気,分散保有,100000,898850,998850,-1150,-0.11,90.0
2026-08-31 22:01:50,強気,分散保有,100000,899376,999376,-624,-0.06,90.0
2026-08-31 22:16:13,強気,分散保有,100000,899395,999395,-605,-0.06,90.0
2026-08-31 22:31:29,強気,分散保有,100000,899273,999273,-727,-0.07,90.0
2026-08-31 22:46:09,強気,分散保有,100000,899224,999224,-776,-0.08,90.0
2026-08-31 23:01:47,強気,分散保有,100000,899225,999225,-775,-0.08,90.0
2026-08-31 23:16:15,強気,分散保有,100000,899210,999210,-790,-0.08,90.0
2026-08-31 23:31:35,強気,分散保有,100000,899420,999420,-580,-0.06,90.0
2026-08-31 23:46:10,強気,分散保有,100000,899212,999212,-788,-0.08,90.0
2026-09-01 00:01:48,強気,分散保有,100000,899675,999675,-325,-0.03,90.0
