日時,レジーム,戦略,現金(円),評価額(円),総資産(円),損益(円),損益率(%),建玉率(%)
2026-09-04 07:01:48,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-04 07:16:06,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-04 07:31:26,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-04 07:46:08,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-04 08:01:39,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-04 08:16:09,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-04 08:31:27,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-04 08:46:13,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-04 09:01:55,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-04 09:16:08,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-04 09:31:38,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-04 09:46:01,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-04 10:01:43,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-04 10:16:08,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-04 10:31:24,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-04 10:46:07,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-04 11:01:40,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-04 11:16:05,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-04 11:31:35,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-04 11:46:02,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-04 12:01:38,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-04 12:16:08,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-04 12:31:27,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-04 12:46:06,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-04 13:01:47,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-04 13:16:05,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-04 13:31:29,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-04 13:46:16,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-04 14:01:34,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-04 14:16:05,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-04 14:31:33,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-04 14:46:06,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-04 15:01:46,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-04 15:16:17,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-04 15:31:32,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-04 15:46:11,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-04 16:01:52,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-04 16:16:10,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-04 16:31:24,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-04 16:46:16,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-04 17:01:56,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-04 17:16:10,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-04 17:31:31,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-04 17:46:05,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-04 18:01:47,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-04 18:16:13,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-04 18:31:33,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-04 18:46:09,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-04 19:01:40,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-04 19:16:14,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-04 19:31:37,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-04 19:46:15,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-04 20:01:46,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-04 20:16:06,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-04 20:31:34,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-04 20:46:05,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-04 21:01:50,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-04 21:16:06,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-04 21:31:27,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-04 21:46:13,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-04 22:01:40,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-04 22:16:10,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-04 22:31:34,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-04 22:46:14,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-04 23:01:49,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-04 23:16:12,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-04 23:31:37,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-04 23:46:13,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-05 00:01:43,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-05 00:16:07,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-05 00:31:33,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-05 00:46:03,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-05 01:01:50,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-05 01:16:12,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-05 01:31:31,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-05 01:46:09,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-05 02:01:41,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-05 02:16:10,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-05 02:31:31,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-05 02:46:08,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-05 03:01:49,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-05 03:16:09,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-05 03:31:22,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-05 03:46:09,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-05 04:01:46,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-05 04:16:15,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-05 04:31:32,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-05 04:46:08,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-05 05:01:41,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-05 05:16:12,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-05 05:31:25,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-05 05:46:07,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-05 06:01:44,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-05 06:16:17,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-05 06:31:31,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-05 06:46:10,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-05 07:01:55,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-05 07:16:08,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-05 07:31:44,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-05 07:46:08,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-05 08:01:45,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-05 08:16:11,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-05 08:31:40,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
2026-09-05 08:46:08,弱気,ドンチャン55/20,987236,0,987236,-12764,-1.28,0.0
